Value,Source,Original_Column,Row_Index,Year
0.0,Excel,Apr,342,2022
0.0,Excel,Apr,343,2022
0.0,Excel,Apr,344,2022
0.0,Excel,Apr,345,2022
0.0,Excel,Apr,346,2022
0.0,Excel,Apr,347,2022
0.0,Excel,Apr,348,2022
0.0,Excel,Apr,349,2022
0.0,Excel,Apr,350,2022
0.0,Excel,Apr,351,2022
0.0,Excel,Apr,352,2022
0.0,Excel,Apr,353,2022
0.0,Excel,Apr,354,2022
0.0,Excel,Apr,355,2022
0.0,Excel,Apr,356,2022
0.0,Excel,Apr,357,2022
0.0,Excel,Apr,358,2022
0.0,Excel,Apr,359,2022
0.0,Excel,Apr,360,2022
0.0,Excel,Apr,361,2022
1.9,Excel,Apr,362,2022
0.0,Excel,Apr,363,2022
0.0,Excel,Apr,364,2022
0.8,Excel,Apr,365,2022
0.0,Excel,Apr,366,2022
0.0,Excel,Apr,367,2022
4.8,Excel,Apr,368,2022
0.0,Excel,Apr,369,2022
0.0,Excel,Apr,370,2022
,Excel,Apr,371,2022
0.0,Excel,May,341,2022
0.0,Excel,May,342,2022
0.0,Excel,May,343,2022
0.0,Excel,May,344,2022
0.0,Excel,May,345,2022
0.0,Excel,May,346,2022
0.0,Excel,May,347,2022
0.0,Excel,May,348,2022
0.0,Excel,May,349,2022
0.0,Excel,May,350,2022
0.0,Excel,May,351,2022
0.0,Excel,May,352,2022
0.0,Excel,May,353,2022
0.0,Excel,May,354,2022
0.0,Excel,May,355,2022
0.0,Excel,May,356,2022
0.0,Excel,May,357,2022
0.0,Excel,May,358,2022
0.0,Excel,May,359,2022
0.0,Excel,May,360,2022
0.0,Excel,May,361,2022
0.0,Excel,May,362,2022
0.0,Excel,May,363,2022
0.0,Excel,May,364,2022
0.01,Excel,May,365,2022
0.0,Excel,May,366,2022
0.0,Excel,May,367,2022
0.0,Excel,May,368,2022
14.1,Excel,May,369,2022
0.01,Excel,May,370,2022
0.0,Excel,May,371,2022
0.0,Excel,Jun,341,2022
0.0,Excel,Jun,342,2022
0.0,Excel,Jun,343,2022
0.0,Excel,Jun,344,2022
0.0,Excel,Jun,345,2022
0.0,Excel,Jun,346,2022
0.8,Excel,Jun,347,2022
0.0,Excel,Jun,348,2022
0.0,Excel,Jun,349,2022
0.0,Excel,Jun,350,2022
0.01,Excel,Jun,351,2022
0.0,Excel,Jun,352,2022
0.0,Excel,Jun,353,2022
0.0,Excel,Jun,354,2022
0.0,Excel,Jun,355,2022
0.0,Excel,Jun,356,2022
0.0,Excel,Jun,357,2022
0.0,Excel,Jun,358,2022
0.0,Excel,Jun,359,2022
0.0,Excel,Jun,360,2022
0.0,Excel,Jun,361,2022
0.0,Excel,Jun,362,2022
0.0,Excel,Jun,363,2022
0.0,Excel,Jun,364,2022
0.0,Excel,Jun,365,2022
0.0,Excel,Jun,366,2022
0.0,Excel,Jun,367,2022
0.0,Excel,Jun,368,2022
0.0,Excel,Jun,369,2022
0.0,Excel,Jun,370,2022
,Excel,Jun,371,2022
0.0,Excel,Jul,341,2022
0.0,Excel,Jul,342,2022
0.0,Excel,Jul,343,2022
0.0,Excel,Jul,344,2022
0.0,Excel,Jul,345,2022
0.0,Excel,Jul,346,2022
0.0,Excel,Jul,347,2022
0.0,Excel,Jul,348,2022
0.0,Excel,Jul,349,2022
0.0,Excel,Jul,350,2022
0.0,Excel,Jul,351,2022
0.0,Excel,Jul,352,2022
0.0,Excel,Jul,353,2022
0.0,Excel,Jul,354,2022
0.0,Excel,Jul,355,2022
0.0,Excel,Jul,356,2022
0.0,Excel,Jul,357,2022
0.0,Excel,Jul,358,2022
0.0,Excel,Jul,359,2022
0.0,Excel,Jul,360,2022
0.0,Excel,Jul,361,2022
0.0,Excel,Jul,362,2022
0.0,Excel,Jul,363,2022
0.0,Excel,Jul,364,2022
,Excel,Jul,365,2022
,Excel,Jul,366,2022
0.0,Excel,Jul,367,2022
0.0,Excel,Jul,368,2022
0.0,Excel,Jul,369,2022
0.0,Excel,Jul,370,2022
0.0,Excel,Jul,371,2022
6.0,Excel,Aug,341,2022
0.01,Excel,Aug,342,2022
0.0,Excel,Aug,343,2022
0.0,Excel,Aug,344,2022
0.0,Excel,Aug,345,2022
0.0,Excel,Aug,346,2022
0.0,Excel,Aug,347,2022
0.0,Excel,Aug,348,2022
0.0,Excel,Aug,349,2022
0.0,Excel,Aug,350,2022
0.0,Excel,Aug,351,2022
0.0,Excel,Aug,352,2022
0.0,Excel,Aug,353,2022
0.0,Excel,Aug,354,2022
0.0,Excel,Aug,355,2022
0.0,Excel,Aug,356,2022
0.0,Excel,Aug,357,2022
0.0,Excel,Aug,358,2022
0.0,Excel,Aug,359,2022
0.0,Excel,Aug,360,2022
0.01,Excel,Aug,361,2022
0.0,Excel,Aug,362,2022
0.0,Excel,Aug,363,2022
0.0,Excel,Aug,364,2022
0.0,Excel,Aug,365,2022
0.0,Excel,Aug,366,2022
0.0,Excel,Aug,367,2022
0.0,Excel,Aug,368,2022
0.0,Excel,Aug,369,2022
0.0,Excel,Aug,370,2022
,Excel,Aug,371,2022
0.0,Excel,Sep,341,2022
0.0,Excel,Sep,342,2022
0.0,Excel,Sep,343,2022
0.0,Excel,Sep,344,2022
0.0,Excel,Sep,345,2022
18.4,Excel,Sep,346,2022
0.8,Excel,Sep,347,2022
0.0,Excel,Sep,348,2022
0.0,Excel,Sep,349,2022
0.0,Excel,Sep,350,2022
0.0,Excel,Sep,351,2022
0.0,Excel,Sep,352,2022
0.0,Excel,Sep,353,2022
0.0,Excel,Sep,354,2022
0.0,Excel,Sep,355,2022
0.0,Excel,Sep,356,2022
,Excel,Sep,357,2022
0.0,Excel,Sep,358,2022
0.0,Excel,Sep,359,2022
0.0,Excel,Sep,360,2022
12.0,Excel,Sep,361,2022
12.0,Excel,Sep,362,2022
12.0,Excel,Sep,363,2022
11.5,Excel,Sep,364,2022
10.5,Excel,Sep,365,2022
12.5,Excel,Sep,366,2022
12.0,Excel,Sep,367,2022
11.0,Excel,Sep,368,2022
12.0,Excel,Sep,369,2022
11.5,Excel,Sep,370,2022
,Excel,Sep,371,2022
0.0,Excel,Oct,341,2022
0.0,Excel,Oct,342,2022
0.0,Excel,Oct,343,2022
0.0,Excel,Oct,344,2022
0.0,Excel,Oct,345,2022
0.0,Excel,Oct,346,2022
0.0,Excel,Oct,347,2022
0.0,Excel,Oct,348,2022
0.0,Excel,Oct,349,2022
0.0,Excel,Oct,350,2022
0.0,Excel,Oct,351,2022
0.0,Excel,Oct,352,2022
0.0,Excel,Oct,353,2022
0.0,Excel,Oct,354,2022
0.0,Excel,Oct,355,2022
0.0,Excel,Oct,356,2022
0.0,Excel,Oct,357,2022
0.0,Excel,Oct,358,2022
0.0,Excel,Oct,359,2022
0.0,Excel,Oct,360,2022
0.0,Excel,Oct,361,2022
0.0,Excel,Oct,362,2022
0.0,Excel,Oct,363,2022
0.0,Excel,Oct,364,2022
0.0,Excel,Oct,365,2022
0.0,Excel,Oct,366,2022
0.0,Excel,Oct,367,2022
0.0,Excel,Oct,368,2022
0.0,Excel,Oct,369,2022
0.0,Excel,Oct,370,2022
0.0,Excel,Oct,371,2022
0.0,Excel,Nov,341,2022
,Excel,Nov,342,2022
,Excel,Nov,343,2022
,Excel,Nov,344,2022
,Excel,Nov,345,2022
0.0,Excel,Nov,346,2022
0.0,Excel,Nov,347,2022
0.0,Excel,Nov,348,2022
0.0,Excel,Nov,349,2022
0.0,Excel,Nov,350,2022
0.0,Excel,Nov,351,2022
0.0,Excel,Nov,352,2022
0.0,Excel,Nov,353,2022
0.0,Excel,Nov,354,2022
0.0,Excel,Nov,355,2022
0.0,Excel,Nov,356,2022
0.0,Excel,Nov,357,2022
0.01,Excel,Nov,358,2022
0.0,Excel,Nov,359,2022
0.0,Excel,Nov,360,2022
0.0,Excel,Nov,361,2022
0.0,Excel,Nov,362,2022
0.0,Excel,Nov,363,2022
0.0,Excel,Nov,364,2022
0.0,Excel,Nov,365,2022
0.0,Excel,Nov,366,2022
0.0,Excel,Nov,367,2022
0.6,Excel,Nov,368,2022
0.0,Excel,Nov,369,2022
0.0,Excel,Nov,370,2022
,Excel,Nov,371,2022
0.0,Excel,Jan,372,2023
0.0,Excel,Jan,373,2023
0.0,Excel,Jan,374,2023
0.0,Excel,Jan,375,2023
0.0,Excel,Jan,376,2023
0.0,Excel,Jan,377,2023
0.0,Excel,Jan,378,2023
0.0,Excel,Jan,379,2023
0.0,Excel,Jan,380,2023
0.0,Excel,Jan,381,2023
0.0,Excel,Jan,382,2023
0.0,Excel,Jan,383,2023
0.0,Excel,Jan,384,2023
0.0,Excel,Jan,385,2023
0.0,Excel,Jan,386,2023
0.0,Excel,Jan,387,2023
0.0,Excel,Jan,388,2023
0.0,Excel,Jan,389,2023
0.0,Excel,Jan,390,2023
0.0,Excel,Jan,391,2023
0.0,Excel,Jan,392,2023
0.0,Excel,Jan,393,2023
0.0,Excel,Jan,394,2023
0.0,Excel,Jan,395,2023
0.0,Excel,Jan,396,2023
0.0,Excel,Jan,397,2023
0.0,Excel,Jan,398,2023
0.0,Excel,Jan,399,2023
0.0,Excel,Jan,400,2023
0.0,Excel,Jan,401,2023
0.0,Excel,Jan,402,2023
0.0,Excel,Feb,372,2023
0.0,Excel,Feb,373,2023
0.0,Excel,Feb,374,2023
0.0,Excel,Feb,375,2023
0.0,Excel,Feb,376,2023
0.0,Excel,Feb,377,2023
0.0,Excel,Feb,378,2023
0.0,Excel,Feb,379,2023
0.0,Excel,Feb,380,2023
0.0,Excel,Feb,381,2023
0.0,Excel,Feb,382,2023
0.0,Excel,Feb,383,2023
0.0,Excel,Feb,384,2023
0.0,Excel,Feb,385,2023
0.0,Excel,Feb,386,2023
0.0,Excel,Feb,387,2023
0.0,Excel,Feb,388,2023
0.0,Excel,Feb,389,2023
0.0,Excel,Feb,390,2023
0.0,Excel,Feb,391,2023
0.0,Excel,Feb,392,2023
0.0,Excel,Feb,393,2023
0.0,Excel,Feb,394,2023
0.0,Excel,Feb,395,2023
0.0,Excel,Feb,396,2023
0.0,Excel,Feb,397,2023
0.0,Excel,Feb,398,2023
0.0,Excel,Feb,399,2023
,Excel,Feb,400,2023
,Excel,Feb,401,2023
,Excel,Feb,402,2023
0.0,Excel,Mar,372,2023
0.0,Excel,Mar,373,2023
0.0,Excel,Mar,374,2023
0.0,Excel,Mar,375,2023
0.0,Excel,Mar,376,2023
0.0,Excel,Mar,377,2023
0.0,Excel,Mar,378,2023
0.0,Excel,Mar,379,2023
0.0,Excel,Mar,380,2023
0.0,Excel,Mar,381,2023
0.0,Excel,Mar,382,2023
0.0,Excel,Mar,383,2023
0.0,Excel,Mar,384,2023
0.0,Excel,Mar,385,2023
1.5,Excel,Mar,386,2023
0.0,Excel,Mar,387,2023
0.0,Excel,Mar,388,2023
0.0,Excel,Mar,389,2023
0.0,Excel,Mar,390,2023
0.0,Excel,Mar,391,2023
0.0,Excel,Mar,392,2023
8.1,Excel,Mar,393,2023
1.3,Excel,Mar,394,2023
0.0,Excel,Mar,395,2023
0.7,Excel,Mar,396,2023
9.6,Excel,Mar,397,2023
0.0,Excel,Mar,398,2023
0.0,Excel,Mar,399,2023
0.0,Excel,Mar,400,2023
0.0,Excel,Mar,401,2023
0.0,Excel,Mar,402,2023
0.0,Excel,Apr,372,2023
0.0,Excel,Apr,373,2023
44.6,Excel,Apr,374,2023
0.0,Excel,Apr,375,2023
0.0,Excel,Apr,376,2023
0.0,Excel,Apr,377,2023
0.0,Excel,Apr,378,2023
0.0,Excel,Apr,379,2023
0.0,Excel,Apr,380,2023
0.0,Excel,Apr,381,2023
0.0,Excel,Apr,382,2023
0.0,Excel,Apr,383,2023
0.0,Excel,Apr,384,2023
0.0,Excel,Apr,385,2023
0.0,Excel,Apr,386,2023
0.01,Excel,Apr,387,2023
0.0,Excel,Apr,388,2023
0.0,Excel,Apr,389,2023
0.0,Excel,Apr,390,2023
0.0,Excel,Apr,391,2023
0.0,Excel,Apr,392,2023
0.0,Excel,Apr,393,2023
0.0,Excel,Apr,394,2023
21.6,Excel,Apr,395,2023
5.2,Excel,Apr,396,2023
3.0,Excel,Apr,397,2023
7.4,Excel,Apr,398,2023
38.4,Excel,Apr,399,2023
40.0,Excel,Apr,400,2023
0.0,Excel,Apr,401,2023
,Excel,Apr,402,2023
0.0,Excel,May,372,2023
0.0,Excel,May,373,2023
0.0,Excel,May,374,2023
0.0,Excel,May,375,2023
0.0,Excel,May,376,2023
0.0,Excel,May,377,2023
0.0,Excel,May,378,2023
0.0,Excel,May,379,2023
0.0,Excel,May,380,2023
0.0,Excel,May,381,2023
0.0,Excel,May,382,2023
0.0,Excel,May,383,2023
0.0,Excel,May,384,2023
0.0,Excel,May,385,2023
0.0,Excel,May,386,2023
0.0,Excel,May,387,2023
0.0,Excel,May,388,2023
0.0,Excel,May,389,2023
0.0,Excel,May,390,2023
0.0,Excel,May,391,2023
0.0,Excel,May,392,2023
0.0,Excel,May,393,2023
4.1,Excel,May,394,2023
0.0,Excel,May,395,2023
0.0,Excel,May,396,2023
0.0,Excel,May,397,2023
0.0,Excel,May,398,2023
0.0,Excel,May,399,2023
0.0,Excel,May,400,2023
0.0,Excel,May,401,2023
0.0,Excel,May,402,2023
0.0,Excel,Jun,372,2023
0.0,Excel,Jun,373,2023
0.0,Excel,Jun,374,2023
0.0,Excel,Jun,375,2023
0.0,Excel,Jun,376,2023
0.0,Excel,Jun,377,2023
0.0,Excel,Jun,378,2023
0.0,Excel,Jun,379,2023
0.0,Excel,Jun,380,2023
0.0,Excel,Jun,381,2023
0.0,Excel,Jun,382,2023
0.0,Excel,Jun,383,2023
0.0,Excel,Jun,384,2023
0.0,Excel,Jun,385,2023
0.0,Excel,Jun,386,2023
0.0,Excel,Jun,387,2023
0.0,Excel,Jun,388,2023
0.0,Excel,Jun,389,2023
0.0,Excel,Jun,390,2023
0.0,Excel,Jun,391,2023
0.0,Excel,Jun,392,2023
0.0,Excel,Jun,393,2023
0.0,Excel,Jun,394,2023
0.0,Excel,Jun,395,2023
0.0,Excel,Jun,396,2023
0.0,Excel,Jun,397,2023
0.0,Excel,Jun,398,2023
0.0,Excel,Jun,399,2023
0.0,Excel,Jun,400,2023
0.0,Excel,Jun,401,2023
,Excel,Jun,402,2023
0.0,Excel,Jul,372,2023
0.0,Excel,Jul,373,2023
0.0,Excel,Jul,374,2023
0.0,Excel,Jul,375,2023
0.0,Excel,Jul,376,2023
0.0,Excel,Jul,377,2023
0.0,Excel,Jul,378,2023
0.0,Excel,Jul,379,2023
0.0,Excel,Jul,380,2023
0.0,Excel,Jul,381,2023
0.0,Excel,Jul,382,2023
0.0,Excel,Jul,383,2023
0.0,Excel,Jul,384,2023
0.0,Excel,Jul,385,2023
0.0,Excel,Jul,386,2023
0.0,Excel,Jul,387,2023
0.0,Excel,Jul,388,2023
0.0,Excel,Jul,389,2023
0.0,Excel,Jul,390,2023
0.0,Excel,Jul,391,2023
0.0,Excel,Jul,392,2023
0.0,Excel,Jul,393,2023
0.0,Excel,Jul,394,2023
0.0,Excel,Jul,395,2023
0.0,Excel,Jul,396,2023
0.0,Excel,Jul,397,2023
0.0,Excel,Jul,398,2023
0.0,Excel,Jul,399,2023
0.0,Excel,Jul,400,2023
0.0,Excel,Jul,401,2023
0.0,Excel,Jul,402,2023
0.01,Excel,Aug,372,2023
0.01,Excel,Aug,373,2023
0.0,Excel,Aug,374,2023
0.0,Excel,Aug,375,2023
0.0,Excel,Aug,376,2023
0.0,Excel,Aug,377,2023
0.0,Excel,Aug,378,2023
0.0,Excel,Aug,379,2023
0.0,Excel,Aug,380,2023
0.0,Excel,Aug,381,2023
0.0,Excel,Aug,382,2023
0.0,Excel,Aug,383,2023
0.0,Excel,Aug,384,2023
0.0,Excel,Aug,385,2023
0.0,Excel,Aug,386,2023
0.0,Excel,Aug,387,2023
0.0,Excel,Aug,388,2023
0.0,Excel,Aug,389,2023
0.0,Excel,Aug,390,2023
0.0,Excel,Aug,391,2023
0.0,Excel,Aug,392,2023
0.0,Excel,Aug,393,2023
0.0,Excel,Aug,394,2023
0.0,Excel,Aug,395,2023
0.0,Excel,Aug,396,2023
0.0,Excel,Aug,397,2023
0.0,Excel,Aug,398,2023
0.0,Excel,Aug,399,2023
0.0,Excel,Aug,400,2023
0.0,Excel,Aug,401,2023
0.0,Excel,Aug,402,2023
0.0,Excel,Sep,372,2023
0.0,Excel,Sep,373,2023
0.0,Excel,Sep,374,2023
0.0,Excel,Sep,375,2023
0.0,Excel,Sep,376,2023
0.0,Excel,Sep,377,2023
0.0,Excel,Sep,378,2023
0.01,Excel,Sep,379,2023
0.0,Excel,Sep,380,2023
0.0,Excel,Sep,381,2023
0.0,Excel,Sep,382,2023
0.0,Excel,Sep,383,2023
0.0,Excel,Sep,384,2023
0.0,Excel,Sep,385,2023
0.0,Excel,Sep,386,2023
0.0,Excel,Sep,387,2023
0.0,Excel,Sep,388,2023
0.0,Excel,Sep,389,2023
0.0,Excel,Sep,390,2023
0.0,Excel,Sep,391,2023
0.0,Excel,Sep,392,2023
0.0,Excel,Sep,393,2023
0.0,Excel,Sep,394,2023
0.0,Excel,Sep,395,2023
0.0,Excel,Sep,396,2023
0.0,Excel,Sep,397,2023
0.0,Excel,Sep,398,2023
0.0,Excel,Sep,399,2023
0.0,Excel,Sep,400,2023
0.0,Excel,Sep,401,2023
,Excel,Sep,402,2023
0.0,Excel,Oct,372,2023
0.0,Excel,Oct,373,2023
0.0,Excel,Oct,374,2023
0.0,Excel,Oct,375,2023
0.0,Excel,Oct,376,2023
0.0,Excel,Oct,377,2023
0.0,Excel,Oct,378,2023
0.0,Excel,Oct,379,2023
0.0,Excel,Oct,380,2023
0.0,Excel,Oct,381,2023
0.0,Excel,Oct,382,2023
0.0,Excel,Oct,383,2023
0.0,Excel,Oct,384,2023
0.0,Excel,Oct,385,2023
0.0,Excel,Oct,386,2023
0.0,Excel,Oct,387,2023
0.0,Excel,Oct,388,2023
0.0,Excel,Oct,389,2023
1.0,Excel,Oct,390,2023
0.0,Excel,Oct,391,2023
3.9,Excel,Oct,392,2023
0.0,Excel,Oct,393,2023
0.0,Excel,Oct,394,2023
0.0,Excel,Oct,395,2023
0.0,Excel,Oct,396,2023
0.0,Excel,Oct,397,2023
0.0,Excel,Oct,398,2023
18.9,Excel,Oct,399,2023
0.01,Excel,Oct,400,2023
25.5,Excel,Oct,401,2023
0.0,Excel,Oct,402,2023
0.0,Excel,Nov,372,2023
0.0,Excel,Nov,373,2023
0.0,Excel,Nov,374,2023
0.0,Excel,Nov,375,2023
0.0,Excel,Nov,376,2023
0.0,Excel,Nov,377,2023
0.0,Excel,Nov,378,2023
0.01,Excel,Nov,379,2023
0.0,Excel,Nov,380,2023
0.0,Excel,Nov,381,2023
0.0,Excel,Nov,382,2023
0.0,Excel,Nov,383,2023
0.0,Excel,Nov,384,2023
0.0,Excel,Nov,385,2023
0.01,Excel,Nov,386,2023
0.0,Excel,Nov,387,2023
0.0,Excel,Nov,388,2023
0.01,Excel,Nov,389,2023
0.0,Excel,Nov,390,2023
0.0,Excel,Nov,391,2023
0.0,Excel,Nov,392,2023
0.0,Excel,Nov,393,2023
0.0,Excel,Nov,394,2023
0.0,Excel,Nov,395,2023
0.0,Excel,Nov,396,2023
0.0,Excel,Nov,397,2023
0.0,Excel,Nov,398,2023
0.0,Excel,Nov,399,2023
0.0,Excel,Nov,400,2023
0.0,Excel,Nov,401,2023
,Excel,Nov,402,2023
0.01,Excel,Jan,403,2024
0.0,Excel,Jan,404,2024
0.0,Excel,Jan,405,2024
0.0,Excel,Jan,406,2024
0.0,Excel,Jan,407,2024
0.0,Excel,Jan,408,2024
0.0,Excel,Jan,409,2024
0.0,Excel,Jan,410,2024
0.0,Excel,Jan,411,2024
0.0,Excel,Jan,412,2024
0.0,Excel,Jan,413,2024
0.0,Excel,Jan,414,2024
0.0,Excel,Jan,415,2024
0.0,Excel,Jan,416,2024
2.0,Excel,Jan,417,2024
0.0,Excel,Jan,418,2024
0.4,Excel,Jan,419,2024
0.2,Excel,Jan,420,2024
0.0,Excel,Jan,421,2024
0.0,Excel,Jan,422,2024
0.0,Excel,Jan,423,2024
0.0,Excel,Jan,424,2024
0.0,Excel,Jan,425,2024
0.0,Excel,Jan,426,2024
0.0,Excel,Jan,427,2024
0.0,Excel,Jan,428,2024
0.0,Excel,Jan,429,2024
0.0,Excel,Jan,430,2024
0.0,Excel,Jan,431,2024
0.0,Excel,Jan,432,2024
0.0,Excel,Jan,433,2024
0.0,Excel,Feb,403,2024
0.0,Excel,Feb,404,2024
0.01,Excel,Feb,405,2024
0.01,Excel,Feb,406,2024
0.0,Excel,Feb,407,2024
0.0,Excel,Feb,408,2024
0.0,Excel,Feb,409,2024
0.01,Excel,Feb,410,2024
0.0,Excel,Feb,411,2024
0.0,Excel,Feb,412,2024
0.0,Excel,Feb,413,2024
0.0,Excel,Feb,414,2024
0.0,Excel,Feb,415,2024
0.0,Excel,Feb,416,2024
0.0,Excel,Feb,417,2024
0.0,Excel,Feb,418,2024
0.0,Excel,Feb,419,2024
4.3,Excel,Feb,420,2024
0.01,Excel,Feb,421,2024
0.0,Excel,Feb,422,2024
0.0,Excel,Feb,423,2024
0.0,Excel,Feb,424,2024
0.0,Excel,Feb,425,2024
0.0,Excel,Feb,426,2024
0.0,Excel,Feb,427,2024
0.01,Excel,Feb,428,2024
8.6,Excel,Feb,429,2024
0.0,Excel,Feb,430,2024
5.7,Excel,Feb,431,2024
,Excel,Feb,432,2024
,Excel,Feb,433,2024
0.0,Excel,Mar,403,2024
0.0,Excel,Mar,404,2024
0.0,Excel,Mar,405,2024
0.0,Excel,Mar,406,2024
0.0,Excel,Mar,407,2024
0.0,Excel,Mar,408,2024
0.0,Excel,Mar,409,2024
0.0,Excel,Mar,410,2024
0.01,Excel,Mar,411,2024
0.0,Excel,Mar,412,2024
0.0,Excel,Mar,413,2024
0.0,Excel,Mar,414,2024
0.0,Excel,Mar,415,2024
0.0,Excel,Mar,416,2024
0.0,Excel,Mar,417,2024
0.0,Excel,Mar,418,2024
0.0,Excel,Mar,419,2024
0.0,Excel,Mar,420,2024
0.0,Excel,Mar,421,2024
0.0,Excel,Mar,422,2024
0.0,Excel,Mar,423,2024
0.0,Excel,Mar,424,2024
0.0,Excel,Mar,425,2024
0.0,Excel,Mar,426,2024
0.0,Excel,Mar,427,2024
0.0,Excel,Mar,428,2024
9.5,Excel,Mar,429,2024
0.0,Excel,Mar,430,2024
0.0,Excel,Mar,431,2024
0.0,Excel,Mar,432,2024
0.0,Excel,Mar,433,2024
0.0,Excel,Apr,403,2024
0.0,Excel,Apr,404,2024
36.9,Excel,Apr,405,2024
9.6,Excel,Apr,406,2024
0.0,Excel,Apr,407,2024
0.0,Excel,Apr,408,2024
0.4,Excel,Apr,409,2024
28.5,Excel,Apr,410,2024
0.0,Excel,Apr,411,2024
0.0,Excel,Apr,412,2024
6.9,Excel,Apr,413,2024
0.0,Excel,Apr,414,2024
0.0,Excel,Apr,415,2024
0.0,Excel,Apr,416,2024
0.0,Excel,Apr,417,2024
0.0,Excel,Apr,418,2024
0.0,Excel,Apr,419,2024
0.0,Excel,Apr,420,2024
0.0,Excel,Apr,421,2024
77.0,Excel,Apr,422,2024
16.8,Excel,Apr,423,2024
0.0,Excel,Apr,424,2024
0.0,Excel,Apr,425,2024
0.0,Excel,Apr,426,2024
13.5,Excel,Apr,427,2024
21.5,Excel,Apr,428,2024
31.2,Excel,Apr,429,2024
2.9,Excel,Apr,430,2024
0.0,Excel,Apr,431,2024
0.01,Excel,Apr,432,2024
,Excel,Apr,433,2024
2.3,Excel,May,403,2024
5.2,Excel,May,404,2024
0.0,Excel,May,405,2024
0.6,Excel,May,406,2024
0.01,Excel,May,407,2024
0.0,Excel,May,408,2024
0.0,Excel,May,409,2024
0.0,Excel,May,410,2024
0.0,Excel,May,411,2024
0.0,Excel,May,412,2024
0.0,Excel,May,413,2024
0.0,Excel,May,414,2024
0.0,Excel,May,415,2024
0.0,Excel,May,416,2024
0.0,Excel,May,417,2024
0.0,Excel,May,418,2024
0.0,Excel,May,419,2024
0.0,Excel,May,420,2024
0.0,Excel,May,421,2024
0.01,Excel,May,422,2024
0.0,Excel,May,423,2024
0.0,Excel,May,424,2024
0.0,Excel,May,425,2024
0.0,Excel,May,426,2024
0.0,Excel,May,427,2024
0.0,Excel,May,428,2024
0.0,Excel,May,429,2024
0.0,Excel,May,430,2024
0.01,Excel,May,431,2024
0.0,Excel,May,432,2024
0.0,Excel,May,433,2024
0.0,Excel,Jun,403,2024
0.0,Excel,Jun,404,2024
0.0,Excel,Jun,405,2024
0.0,Excel,Jun,406,2024
0.0,Excel,Jun,407,2024
0.0,Excel,Jun,408,2024
0.0,Excel,Jun,409,2024
0.0,Excel,Jun,410,2024
0.0,Excel,Jun,411,2024
0.0,Excel,Jun,412,2024
0.0,Excel,Jun,413,2024
0.0,Excel,Jun,414,2024
0.0,Excel,Jun,415,2024
0.0,Excel,Jun,416,2024
0.0,Excel,Jun,417,2024
0.0,Excel,Jun,418,2024
0.0,Excel,Jun,419,2024
0.0,Excel,Jun,420,2024
0.0,Excel,Jun,421,2024
0.0,Excel,Jun,422,2024
0.0,Excel,Jun,423,2024
0.0,Excel,Jun,424,2024
0.0,Excel,Jun,425,2024
0.0,Excel,Jun,426,2024
0.0,Excel,Jun,427,2024
0.0,Excel,Jun,428,2024
0.0,Excel,Jun,429,2024
0.0,Excel,Jun,430,2024
0.0,Excel,Jun,431,2024
0.0,Excel,Jun,432,2024
,Excel,Jun,433,2024
0.0,Excel,Jul,403,2024
0.0,Excel,Jul,404,2024
0.0,Excel,Jul,405,2024
0.0,Excel,Jul,406,2024
0.0,Excel,Jul,407,2024
0.0,Excel,Jul,408,2024
0.0,Excel,Jul,409,2024
0.0,Excel,Jul,410,2024
0.0,Excel,Jul,411,2024
0.0,Excel,Jul,412,2024
0.0,Excel,Jul,413,2024
0.0,Excel,Jul,414,2024
0.0,Excel,Jul,415,2024
1.0,Excel,Jul,416,2024
0.0,Excel,Jul,417,2024
0.0,Excel,Jul,418,2024
3.1,Excel,Jul,419,2024
0.0,Excel,Jul,420,2024
0.0,Excel,Jul,421,2024
0.0,Excel,Jul,422,2024
2.2,Excel,Jul,423,2024
0.0,Excel,Jul,424,2024
0.0,Excel,Jul,425,2024
0.0,Excel,Jul,426,2024
0.0,Excel,Jul,427,2024
0.0,Excel,Jul,428,2024
0.0,Excel,Jul,429,2024
0.0,Excel,Jul,430,2024
0.1,Excel,Jul,431,2024
6.5,Excel,Jul,432,2024
0.0,Excel,Jul,433,2024
0.0,Excel,Aug,403,2024
0.0,Excel,Aug,404,2024
0.0,Excel,Aug,405,2024
0.0,Excel,Aug,406,2024
0.0,Excel,Aug,407,2024
0.0,Excel,Aug,408,2024
2.0,Excel,Aug,409,2024
0.0,Excel,Aug,410,2024
0.0,Excel,Aug,411,2024
0.0,Excel,Aug,412,2024
0.0,Excel,Aug,413,2024
0.0,Excel,Aug,414,2024
0.0,Excel,Aug,415,2024
0.0,Excel,Aug,416,2024
0.0,Excel,Aug,417,2024
1.6,Excel,Aug,418,2024
0.0,Excel,Aug,419,2024
0.0,Excel,Aug,420,2024
0.0,Excel,Aug,421,2024
0.01,Excel,Aug,422,2024
0.0,Excel,Aug,423,2024
5.3,Excel,Aug,424,2024
0.0,Excel,Aug,425,2024
0.0,Excel,Aug,426,2024
0.0,Excel,Aug,427,2024
0.0,Excel,Aug,428,2024
0.0,Excel,Aug,429,2024
0.0,Excel,Aug,430,2024
0.0,Excel,Aug,431,2024
0.0,Excel,Aug,432,2024
0.0,Excel,Aug,433,2024
0.0,Excel,Sep,403,2024
